english,name,duration,release_date,director,scenarists,actors,type,ratings,brief_into,movie_id
1,The Fate of the Furious,2h 16min,14 April 2017 (USA),,"['Chris Morgan', 'Gary Scott Thompson', 'Universal Pictures', 'One Race Films', 'Original Film']","['Vin Diesel', 'Jason Statham', 'Dwayne Johnson']","['Action', 'Adventure', 'Crime']",['7.2'],"Now that Dom and Letty are on their honeymoon and Brian and Mia have retired from the game-and the rest of the crew has been exonerated-the globetrotting team has found a semblance of a normal life. But when a mysterious woman seduces Dom into the world of crime he can't seem to escape and a betrayal of those closest to him, they will face trials that will test them as never before. From the shores of Cuba and the streets of New York City to the icy plains off the arctic Barents Sea, the elite force will crisscross the globe to stop an anarchist from unleashing chaos on the world's stage... and to bring home the man who made them a family.",3
1,Kong: Skull Island,1h 58min,10 March 2017 (USA),,"['Dan Gilroy', 'Max Borenstein', 'Legendary Entertainment', 'Tencent Pictures', 'Warner Bros.']","['Tom Hiddleston', 'Samuel L. Jackson', 'Brie Larson']","['Action', 'Adventure', 'Fantasy']",['6.9'],"A washed up monster chaser convinces the U.S. Government to fund a trip to an unexplored island in the South Pacific. Under the guise of geological research, the team travels to ""Skull Island"". Upon arrival, the group discover that their mission may be complicated by the wildlife which inhabits the island. The beautiful vistas and deadly creatures create a visually stunning experience that is sure to keep your attention.",6
1,Ghost in the Shell,1h 47min,31 March 2017 (USA),,"['Shirow Masamune', 'Jamie Moss', 'Paramount Pictures', 'DreamWorks', 'Reliance Entertainment']","['Scarlett Johansson', 'Pilou Asbæk', 'Takeshi Kitano']","['Action', 'Crime', 'Drama']",['6.7'],"In the near future, Major Motoko Kusanagi (Scarlett Johansson) is the first of her kind: A human saved from a terrible terrorist attack, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals. When terrorism reaches a new level that includes the ability to hack into people's minds and control them, Major Kusanagi is uniquely qualified to stop it. As she prepares to face a new enemy, Major Kusanagi discovers that she has been lied to: her life was not saved, it was stolen. She will stop at nothing to recover her past, find out who did this to her and stop them before they do it to others. Based on the internationally acclaimed Japanese Manga, ""The Ghost in the Shell.""",10
1,Guardians of the Galaxy Vol. 2,2h 16min,5 May 2017 (USA),,"['James Gunn', 'Dan Abnett', 'Marvel Studios', 'Walt Disney Pictures']","['Chris Pratt', 'Zoe Saldana', 'Dave Bautista']","['Action', 'Adventure', 'Sci-Fi']",['8.2'],"Set to the backdrop of 'Awesome Mixtape #2,' Marvel's Guardians of the Galaxy Vol. 2 continues the team's adventures as they traverse the outer reaches of the cosmos. The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage. Old foes become new allies and fan-favorite characters from the classic comics will come to our heroes' aid as the Marvel cinematic universe continues to expand.",12
1,Logan,2h 17min,3 March 2017 (USA),,"['James Mangold', 'Scott Frank', ""Donners' Company"", 'Kinberg Genre', 'Marvel Entertainment']","['Hugh Jackman', 'Patrick Stewart', 'Dafne Keen']","['Action', 'Drama', 'Sci-Fi']",['8.4'],"In 2029 the mutant population has shrunken significantly and the X-Men have disbanded. Logan, whose power to self-heal is dwindling, has surrendered himself to alcohol and now earns a living as a chauffeur. He takes care of the ailing old Professor X whom he keeps hidden away. One day, a female stranger asks Logan to drive a girl named Laura to the Canadian border. At first he refuses, but the Professor has been waiting for a long time for her to appear. Laura possesses an extraordinary fighting prowess and is in many ways like Wolverine. She is pursued by sinister figures working for a powerful corporation; this is because her DNA contains the secret that connects her to Logan. A relentless pursuit begins - In this third cinematic outing featuring the Marvel comic book character Wolverine we see the superheroes beset by everyday problems. They are aging, ailing and struggling to survive financially. A decrepit Logan is forced to ask himself if he can or even wants to put his ...",16
1,La La Land,2h 8min,25 December 2016 (USA),,"['Damien Chazelle', 'Black Label Media', 'Gilbert Films', 'Impostor Pictures']","['Ryan Gosling', 'Emma Stone', 'Rosemarie DeWitt']","['Comedy', 'Drama', 'Music']",['8.3'],"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",17
1,The Shawshank Redemption,2h 22min,14 October 1994 (USA),,"['Stephen King', 'Frank Darabont', 'Castle Rock Entertainment']","['Tim Robbins', 'Morgan Freeman', 'Bob Gunton']","['Crime', 'Drama']",['9.3'],"Chronicles the experiences of a formerly successful banker as a prisoner in the gloomy jailhouse of Shawshank after being found guilty of a crime he did not commit. The film portrays the man's unique way of dealing with his new, torturous life; along the way he befriends a number of fellow prisoners, most notably a wise long-term inmate named Red.",19
1,Forrest Gump,2h 22min,6 July 1994 (USA),['Robert Zemeckis'],"['Winston Groom', 'Eric Roth', 'Paramount Pictures']","['Tom Hanks', 'Robin Wright', 'Gary Sinise']","['Comedy', 'Drama', 'Romance']",['8.8'],"Forrest Gump is a simple man with a low I.Q. but good intentions. He is running through childhood with his best and only friend Jenny. His 'mama' teaches him the ways of life and leaves him to choose his destiny. Forrest joins the army for service in Vietnam, finding new friends called Dan and Bubba, he wins medals, creates a famous shrimp fishing fleet, inspires people to jog, starts a ping-pong craze, creates the smiley, writes bumper stickers and songs, donates to people and meets the president several times. However, this is all irrelevant to Forrest who can only think of his childhood sweetheart Jenny Curran, who has messed up her life. Although in the end all he wants to prove is that anyone can love anyone.",22
1,Sing,1h 48min,21 December 2016 (USA),,"['Garth Jennings', 'Dentsu', 'Fuji Television Network', 'Illumination Entertainment']","['Matthew McConaughey', 'Reese Witherspoon', 'Seth MacFarlane']","['Animation', 'Comedy', 'Family']",['7.2'],"In a town with no humans, just animals, a koala named Buster Moon realizes he will soon lose his theater if he cannot turn his luck around. He comes up with a plan to host a singing competition, where the winner will receive $100,000. Will this be enough to return his theater to glory?",24
1,13 Reasons Why,1h,TV Series (2017– ),,"['Brian Yorkey', 'July Moon Productions', 'Kicked to the Curb Productions', 'Anonymous Content']","['Dylan Minnette', 'Katherine Langford', 'Christian Navarro']","['Drama', 'Mystery']",['8.7'],"Thirteen Reasons Why, based on the best-selling books by Jay Asher, follows teenager Clay Jensen (Dylan Minnette) as he returns home from school to find a mysterious box with his name on it lying on his porch. Inside he discovers a group of cassette tapes recorded by Hannah Baker (Katherine Langford) -his classmate and crush-who tragically committed suicide two weeks earlier. On tape, Hannah unfolds an emotional audio diary, detailing the thirteen reasons why she decided to end her life. Through Hannah and Clay's dual narratives, Thirteen Reasons Why weaves an intricate and heartrending story of confusion and desperation that will deeply affect viewers.",27
1,Passengers,1h 56min,21 December 2016 (USA),,"['Jon Spaihts', 'Columbia Pictures', 'LStar Capital', 'Village Roadshow Pictures']","['Jennifer Lawrence', 'Chris Pratt', 'Michael Sheen']","['Adventure', 'Drama', 'Romance']",['7.0'],"The spaceship, Starship Avalon, in its 120-year voyage to a distant colony planet known as the ""Homestead Colony"" and transporting 5,258 people has a malfunction in one of its sleep chambers. As a result one hibernation pod opens prematurely and the one person that awakes, Jim Preston (Chris Pratt) is stranded on the spaceship, still 90 years from his destination.",29
1,Beauty and the Beast,2h 9min,17 March 2017 (USA),,"['Stephen Chbosky', 'Evan Spiliotopoulos', 'Mandeville Films', 'Walt Disney Pictures']","['Emma Watson', 'Dan Stevens', 'Luke Evans']","['Family', 'Fantasy', 'Musical']",['7.7'],"Disney's animated classic takes on a new form, with a widened mythology and an all-star cast. A young prince, imprisoned in the form of a beast, can be freed only by true love. What may be his only opportunity arrives when he meets Belle, the only human girl to ever visit the castle since it was enchanted.",32
1,Gifted,1h 41min,12 April 2017 (USA),,"['Tom Flynn', 'Dayday Films', 'FilmNation Entertainment', 'Fox Searchlight Pictures']","['Chris Evans', 'Mckenna Grace', 'Lindsay Duncan']",['Drama'],['7.8'],"Frank Adler (Chris Evans) is a single man raising a child prodigy - his spirited young niece Mary (Mckenna Grace) in a coastal town in Florida. Frank's plans for a normal school life for Mary are foiled when the seven-year-old's mathematical abilities come to the attention of Frank's formidable mother Evelyn (Lindsay Duncan) whose plans for her granddaughter threaten to separate Frank and Mary. Octavia Spencer plays Roberta, Frank and Mary's landlady and best friend. Jenny Slate is Mary's teacher, Bonnie, a young woman whose concern for her student develops into a connection with her uncle as well.",35
1,Smurfs: The Lost Village,1h 30min,7 April 2017 (USA),,"['Stacey Harman', 'Pamela Ribon', 'Columbia Pictures', 'Kerner Entertainment Company', 'LStar Capital']","['Demi Lovato', 'Rainn Wilson', 'Joe Manganiello']","['Animation', 'Adventure', 'Comedy']",['5.8'],"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her best friends Brainy, Clumsy and Hefty on an exciting and thrilling race through the Forbidden Forest filled with magical creatures to find a mysterious lost village before the evil wizard Gargamel does. Embarking on a roller-coaster journey full of action and danger, the Smurfs are on a course that leads to the discovery of the biggest secret in Smurf history!",38
1,Zootopia,1h 48min,4 March 2016 (USA),,"['Byron Howard', 'Rich Moore', 'Walt Disney Pictures', 'Walt Disney Animation Studios']","['Ginnifer Goodwin', 'Jason Bateman', 'Idris Elba']","['Animation', 'Adventure', 'Comedy']",['8.1'],"From the largest elephant to the smallest shrew, the city of Zootopia is a mammal metropolis where various animals live and thrive. When Judy Hopps becomes the first rabbit to join the police force, she quickly learns how tough it is to enforce the law. Determined to prove herself, Judy jumps at the opportunity to solve a mysterious case. Unfortunately, that means working with Nick Wilde, a wily fox who makes her job even harder.",42
1,Billy Lynn's Long Halftime Walk,1h 53min,18 November 2016 (USA),,"['Ben Fountain', 'Jean-Christophe Castelli', 'Bona Film Group', 'Film4', 'Ink Factory, The']","['Joe Alwyn', 'Garrett Hedlund', 'Arturo Castro']","['Drama', 'War']",['6.3'],"Two-time Academy Award® winner Ang Lee brings his extraordinary vision to Billy Lynn's Long Halftime Walk, based on the widely-acclaimed, bestselling novel. The film is told from the point of view of 19-year-old private Billy Lynn (newcomer Joe Alwyn) who, along with his fellow soldiers in Bravo Squad, becomes a hero after a harrowing Iraq battle and is brought home temporarily for a victory tour. Through flashbacks, culminating at the spectacular halftime show of the Thanksgiving Day football game, the film reveals what really happened to the squad - contrasting the realities of the war with America's perceptions. The film also stars Kristen Stewart, Chris Tucker, Garrett Hedlund, with Vin Diesel, and Steve Martin. Lee used new technology, shooting at an ultra-high frame rate for the first time in film history, to create an immersive digital experience helping him dramatize war in a way never seen before. Lee directed and produced the film, from a screenplay by Jean-Christophe ...",45
1,Inception,2h 28min,16 July 2010 (USA),,"['Christopher Nolan', 'Warner Bros.', 'Legendary Entertainment', 'Syncopy']","['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Ellen Page']","['Action', 'Adventure', 'Sci-Fi']",['8.8'],"Dom Cobb is a skilled thief, the absolute best in the dangerous art of extraction, stealing valuable secrets from deep within the subconscious during the dream state, when the mind is at its most vulnerable. Cobb's rare ability has made him a coveted player in this treacherous new world of corporate espionage, but it has also made him an international fugitive and cost him everything he has ever loved. Now Cobb is being offered a chance at redemption. One last job could give him his life back but only if he can accomplish the impossible - inception. Instead of the perfect heist, Cobb and his team of specialists have to pull off the reverse: their task is not to steal an idea but to plant one. If they succeed, it could be the perfect crime. But no amount of careful planning or expertise can prepare the team for the dangerous enemy that seems to predict their every move. An enemy that only Cobb could have seen coming.",47
1,Titanic,3h 14min,19 December 1997 (USA),,"['James Cameron', 'Twentieth Century Fox Film Corporation', 'Paramount Pictures', 'Lightstorm Entertainment']","['Leonardo DiCaprio', 'Kate Winslet', 'Billy Zane']","['Drama', 'Romance']",['7.7'],"84 years later, a 100 year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",52
1,The Godfather,2h 55min,24 March 1972 (USA),,"['Mario Puzo', 'Francis Ford Coppola', 'Paramount Pictures', 'Alfran Productions']","['Marlon Brando', 'Al Pacino', 'James Caan']","['Crime', 'Drama']",['9.2'],"When the aging head of a famous crime family decides to transfer his position to one of his subalterns, a series of unfortunate events start happening to the family, and a war begins between all the well-known families leading to insolence, deportation, murder and revenge, and ends with the favorable successor being finally chosen.",55
1,Boyka: Undisputed,1h 26min,4 May 2017 (Kuwait),,"['Boaz Davidson', 'David N. White', 'Nu Boyana Viburno']","['Scott Adkins', 'Teodora Duhovnikova', 'Alon Aboutboul']",['Action'],['7.4'],"In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for. When he finds out the wife of the man he accidentally killed is in trouble, Boyka offers to fight in a series of impossible battles to free her from a life of servitude.",57
1,Patriots Day,2h 13min,13 January 2017 (USA),,"['Peter Berg', 'Matt Cook', 'Bluegrass Films', 'CBS Films', 'Closest to the Hole Productions']","['Mark Wahlberg', 'Michelle Monaghan', 'J.K. Simmons']","['Drama', 'History', 'Thriller']",['7.4'],"On April 15, 2013 Boston, Massachusetts, Police Sgt, Tommy Saunders is pulling security duty on the annual Boston Marathon when the Tsarnaev brothers strike with their homemade bombs in an act of terrorism. In the resulting chaos as the wounded are cared for, Saunders and his comrades join forces with the FBI to get to the bottom of this attack. As the investigation continues, the Tsarnaev brothers realize that the authorities are close to identifying them and attempt to flee the city to continue their fanatical mayhem. To stop them, a police manhunt is performed that would have bloody confrontations and a massive dragnet shutting down the City of Boston to make sure there is no escape from the law.",59
1,The Truman Show,1h 43min,5 June 1998 (USA),['Peter Weir'],"['Andrew Niccol', 'Paramount Pictures', 'Scott Rudin Productions']","['Jim Carrey', 'Ed Harris', 'Laura Linney']","['Comedy', 'Drama', 'Sci-Fi']",['8.1'],"In this movie, Truman is a man whose life is a fake one... The place he lives is in fact a big studio with hidden cameras everywhere, and all his friends and people around him, are actors who play their roles in the most popular TV-series in the world: The Truman Show. Truman thinks that he is an ordinary man with an ordinary life and has no idea about how he is exploited. Until one day... he finds out everything. Will he react?",61
1,Hachi: A Dog's Tale,1h 33min,12 March 2010 (UK),['Lasse Hallström'],"['Stephen P. Lindsey', 'Kaneto Shindô', 'Stage 6 Films', 'Inferno Distribution', 'Hachiko']","['Richard Gere', 'Joan Allen', 'Cary-Hiroyuki Tagawa']","['Drama', 'Family']",['8.1'],"In Bedridge, Professor Parker Wilson finds an abandoned dog at the train station and takes it home with the intention of returning the animal to its owner. He finds that the dog is an Akita and names it Hachiko. However, nobody claims the dog so his family decides to keep Hachi.",63
1,Doctor Strange,1h 55min,4 November 2016 (USA),,"['Jon Spaihts', 'Scott Derrickson', 'Marvel Studios', 'Walt Disney Pictures']","['Benedict Cumberbatch', 'Chiwetel Ejiofor', 'Rachel McAdams']","['Action', 'Adventure', 'Fantasy']",['7.6'],"Marvel's ""Doctor Strange"" follows the story of the talented neurosurgeon Doctor Stephen Strange who, after a tragic car accident, must put ego aside and learn the secrets of a hidden world of mysticism and alternate dimensions. Based in New York City's Greenwich Village, Doctor Strange must act as an intermediary between the real world and what lies beyond, utilising a vast array of metaphysical abilities and artifacts to protect the Marvel Cinematic Universe.",66
1,Witness for the Prosecution,1h 56min,6 February 1958 (USA),['Billy Wilder'],"['Agatha Christie', 'Billy Wilder', 'Edward Small Productions', 'Metro-Goldwyn-Mayer (MGM)']","['Tyrone Power', 'Marlene Dietrich', 'Charles Laughton']","['Crime', 'Drama', 'Mystery']",['8.4'],"It's Britain, 1953. Upon his return to work following a heart attack, irrepressible barrister Sir Wilfrid Robarts, known as a barrister for the hopeless, takes on a murder case, much to the exasperation of his medical team, led by his overly regulated private nurse, Miss Plimsoll, who tries her hardest to ensure that he not return to his hard living ways - including excessive cigar smoking and drinking - while he takes his medication and gets his much needed rest. That case is defending American war veteran Leonard Vole, a poor, out of work, struggling inventor who is accused of murdering his fifty-six year old lonely and wealthy widowed acquaintance, Emily French. The initial evidence is circumstantial but points to Leonard as the murderer. Despite being happily married to East German former beer hall performer Christine Vole, he fostered that friendship with Mrs. French in the hopes that she would finance one of his many inventions to the tune of a few hundred pounds. It thus does ...",68
1,Schindler's List,3h 15min,4 February 1994 (USA),['Steven Spielberg'],"['Thomas Keneally', 'Steven Zaillian', 'Universal Pictures', 'Amblin Entertainment']","['Liam Neeson', 'Ralph Fiennes', 'Ben Kingsley']","['Biography', 'Drama', 'History']",['8.9'],"Oskar Schindler is a vainglorious and greedy German businessman who becomes an unlikely humanitarian amid the barbaric German Nazi reign when he feels compelled to turn his factory into a refuge for Jews. Based on the true story of Oskar Schindler who managed to save about 1100 Jews from being gassed at the Auschwitz concentration camp, it is a testament to the good in all of us.",70
1,Whiplash,1h 47min,15 October 2014 (Philippines),,"['Damien Chazelle', 'Bold Films', 'Blumhouse Productions', 'Right of Way Films']","['Miles Teller', 'J.K. Simmons', 'Melissa Benoist']","['Drama', 'Music']",['8.5'],"A young and talented drummer attending a prestigious music academy finds himself under the wing of the most respected professor at the school, one who does not hold back on abuse towards his students. The two form an odd relationship as the student wants to achieve greatness, and the professor pushes him.",73
1,Gone with the Wind,3h 58min,17 January 1940 (USA),"['Victor Fleming', 'George Cukor']","['Margaret Mitchell', 'Sidney Howard', 'Selznick International Pictures', 'Metro-Goldwyn-Mayer (MGM)']","['Clark Gable', 'Vivien Leigh', 'Thomas Mitchell']","['Drama', 'History', 'Romance']",['8.2'],"Scarlett is a woman who can deal with a nation at war, Atlanta burning, the Union Army carrying off everything from her beloved Tara, the carpetbaggers who arrive after the war. Scarlett is beautiful. She has vitality. But Ashley, the man she has wanted for so long, is going to marry his placid cousin, Melanie. Mammy warns Scarlett to behave herself at the party at Twelve Oaks. There is a new man there that day, the day the Civil War begins. Rhett Butler. Scarlett does not know he is in the room when she pleads with Ashley to choose her instead of Melanie.",75
1,The Martian,2h 24min,2 October 2015 (USA),,"['Drew Goddard', 'Andy Weir', 'Twentieth Century Fox Film Corporation', 'TSG Entertainment', 'Scott Free Productions']","['Matt Damon', 'Jessica Chastain', 'Kristen Wiig']","['Adventure', 'Drama', 'Sci-Fi']",['8.0'],"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive. Millions of miles away, NASA and a team of international scientists work tirelessly to bring ""the Martian"" home, while his crewmates concurrently plot a daring, if not impossible, rescue mission. As these stories of incredible bravery unfold, the world comes together to root for Watney's safe return.",77
1,V for Vendetta,2h 12min,17 March 2006 (USA),['James McTeigue'],"['Lilly Wachowski', 'Lana Wachowski', 'Warner Bros.', 'Virtual Studios', 'Silver Pictures']","['Hugo Weaving', 'Natalie Portman', 'Rupert Graves']","['Action', 'Drama', 'Thriller']",['8.2'],"Tells the story of Evey Hammond and her unlikely but instrumental part in bringing down the fascist government that has taken control of a futuristic Great Britain. Saved from a life-and-death situation by a man in a Guy Fawkes mask who calls himself V, she learns a general summary of V's past and, after a time, decides to help him bring down those who committed the atrocities that led to Britain being in the shape that it is in.",79
1,One Flew Over the Cuckoo's Nest,2h 13min,19 November 1975 (USA),['Milos Forman'],"['Lawrence Hauben', 'Bo Goldman', 'Fantasy Films']","['Jack Nicholson', 'Louise Fletcher', 'Michael Berryman']",['Drama'],['8.7'],"McMurphy has a criminal past and has once again gotten himself into trouble and is sentenced by the court. To escape labor duties in prison, McMurphy pleads insanity and is sent to a ward for the mentally unstable. Once here, McMurphy both endures and stands witness to the abuse and degradation of the oppressive Nurse Ratched, who gains superiority and power through the flaws of the other inmates. McMurphy and the other inmates band together to make a rebellious stance against the atrocious Nurse.",82
1,Se7en,2h 7min,22 September 1995 (USA),['David Fincher'],"['Andrew Kevin Walker', 'Cecchi Gori Pictures', 'Juno Pix', 'New Line Cinema']","['Morgan Freeman', 'Brad Pitt', 'Kevin Spacey']","['Crime', 'Drama', 'Mystery']",['8.6'],"A film about two homicide detectives' (Morgan Freeman and (Brad Pitt desperate hunt for a serial killer who justifies his crimes as absolution for the world's ignorance of the Seven Deadly Sins. The movie takes us from the tortured remains of one victim to the next as the sociopathic ""John Doe"" (Kevin Spacey) sermonizes to Detectives Somerset and Mills -- one sin at a time. The sin of Gluttony comes first and the murderer's terrible capacity is graphically demonstrated in the dark and subdued tones characteristic of film noir. The seasoned and cultured but jaded Somerset researches the Seven Deadly Sins in an effort to understand the killer's modus operandi while the bright but green and impulsive Detective Mills (Pitt) scoffs at his efforts to get inside the mind of a killer...",84
1,Good Will Hunting,2h 6min,9 January 1998 (USA),['Gus Van Sant'],"['Matt Damon', 'Ben Affleck', 'Be Gentlemen Limited Partnership', 'Lawrence Bender Productions', 'Miramax']","['Robin Williams', 'Matt Damon', 'Ben Affleck']",['Drama'],['8.3'],"A touching tale of a wayward young man who struggles to find his identity, living in a world where he can solve any problem, except the one brewing deep within himself, until one day he meets his soul mate who opens his mind and his heart.",86
1,Edward Scissorhands,1h 45min,14 December 1990 (USA),['Tim Burton'],"['Tim Burton', 'Caroline Thompson', 'Twentieth Century Fox Film Corporation']","['Johnny Depp', 'Winona Ryder', 'Dianne Wiest']","['Drama', 'Fantasy', 'Romance']",['7.9'],"In a castle high on top of a hill lives an inventor's greatest creation - Edward, a near-complete person. The creator died before he could finish Edward's hands; instead, he is left with metal scissors for hands. Since then, he has lived alone, until a kind lady called Peg discovers him and welcomes him into her home. At first, everyone welcomes him into the community, but soon things begin to take a change for the worse.",90
1,Success Failure,28min,Episode aired 23 April 2017,['Mike Judge'],"['John Altschuler', 'Alec Berg', '3 Arts Entertainment', 'Alec Berg Productions', 'Judgemental Films Inc.']","['Thomas Middleditch', 'T.J. Miller', 'Josh Brener']",['Comedy'],['8.4'],"In the wake of Pied Piper's clickfarm scandal, the guys struggle to find funding for Pied Piper's video-chat app to keep up with their rapidly growing user base. Erlich faces resistance from Big Head's dad, while Gavin balks after Jack steps on his toes at Hooli. Having a hard time adjusting to his company's pivot, Richard gets sage advice from an unexpected source, leading him to a big idea that could change his future.",92
1,The Matrix,2h 16min,31 March 1999 (USA),"['Lana Wachowski', 'Lilly Wachowski']","['Lilly Wachowski', 'Lana Wachowski', 'Warner Bros.', 'Village Roadshow Pictures', 'Groucho II Film Partnership']","['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss']","['Action', 'Sci-Fi']",['8.7'],"Thomas A. Anderson is a man living two lives. By day he is an average computer programmer and by night a hacker known as Neo. Neo has always questioned his reality, but the truth is far beyond his imagination. Neo finds himself targeted by the police when he is contacted by Morpheus, a legendary computer hacker branded a terrorist by the government. Morpheus awakens Neo to the real world, a ravaged wasteland where most of humanity have been captured by a race of machines that live off of the humans' body heat and electrochemical energy and who imprison their minds within an artificial reality known as the Matrix. As a rebel against the machines, Neo must return to the Matrix and confront the agents: super-powerful computer programs devoted to snuffing out Neo and the entire human rebellion.",95
1,Black Swan,1h 48min,17 December 2010 (USA),,"['Mark Heyman', 'Andres Heinz', 'Fox Searchlight Pictures', 'Cross Creek Pictures', 'Protozoa Pictures']","['Natalie Portman', 'Mila Kunis', 'Vincent Cassel']","['Drama', 'Thriller']",['8.0'],"Nina (Portman) is a ballerina in a New York City ballet company whose life, like all those in her profession, is completely consumed with dance. She lives with her obsessive former ballerina mother Erica (Hershey) who exerts a suffocating control over her. When artistic director Thomas Leroy (Cassel) decides to replace prima ballerina Beth MacIntyre (Ryder) for the opening production of their new season, Swan Lake, Nina is his first choice. But Nina has competition: a new dancer, Lily (Kunis), who impresses Leroy as well. Swan Lake requires a dancer who can play both the White Swan with innocence and grace, and the Black Swan, who represents guile and sensuality. Nina fits the White Swan role perfectly but Lily is the personification of the Black Swan. As the two young dancers expand their rivalry into a twisted friendship, Nina begins to get more in touch with her dark side - a recklessness that threatens to destroy her.",97
1,Life,1h 44min,24 March 2017 (USA),,"['Rhett Reese', 'Paul Wernick', 'Columbia Pictures', 'Skydance Media', 'Sony Pictures Entertainment (SPE)']","['Jake Gyllenhaal', 'Rebecca Ferguson', 'Ryan Reynolds']","['Horror', 'Sci-Fi', 'Thriller']",['6.9'],"Six astronauts aboard the space station study a sample collected from Mars that could provide evidence for extraterrestrial life on the Red Planet. The crew determines that the sample contains a large, single-celled organism - the first example of life beyond Earth. But..things aren't always what they seem. As the crew begins to conduct research, and their methods end up having unintended consequences, the life form proves more intelligent than anyone ever expected.",100
1,Source Code,1h 33min,1 April 2011 (USA),,"['Ben Ripley', 'Vendome Pictures', 'Mark Gordon Company, The', 'MELS']","['Jake Gyllenhaal', 'Michelle Monaghan', 'Vera Farmiga']","['Mystery', 'Romance', 'Sci-Fi']",['7.5'],"Army Captain Colter Stevens finds himself working on a special program where his consciousness can be inserted into another human being. The only catch is can only be there for 8 minutes at any given time. That morning, a bomb exploded on a commuter train just outside Chicago. He occupies the body of teacher going to work on that train and is confused as to what he is doing or why he is there as his last memory is of flying his helicopter on a combat mission in Afghanistan. Those in charge of the program explain to him that there is a bomb on the train that must locate it. More importantly, he must identify the bomber as another bombing is expected later that day. He is also told however that he cannot change the past and can only gather information. As he develops a liking for his traveling companion Christina, he sets out to test that theory.",102
1,The Butterfly Effect,1h 53min,23 January 2004 (USA),"['Eric Bress', 'J. Mackye Gruber']","['J. Mackye Gruber', 'Eric Bress', 'BenderSpink', 'FilmEngine', 'Katalyst Films']","['Ashton Kutcher', 'Amy Smart', 'Melora Walters']","['Sci-Fi', 'Thriller']",['7.7'],"Evan Treborn grows up in a small town with his single, working mother and his friends. He suffers from memory blackouts where he suddenly finds himself somewhere else, confused. Evan's friends and mother hardly believe him, thinking he makes it up just to get out of trouble. As Evan grows up he has fewer of these blackouts until he seems to have recovered. Since the age of seven he has written a diary of his blackout moments so he can remember what happens. One day at college he starts to read one of his old diaries, and suddenly a flashback hits him like a brick!",104
1,Catch Me If You Can,2h 21min,25 December 2002 (USA),['Steven Spielberg'],"['Jeff Nathanson', 'Frank Abagnale Jr.', 'DreamWorks', 'Kemp Company', 'Splendid Pictures']","['Leonardo DiCaprio', 'Tom Hanks', 'Christopher Walken']","['Biography', 'Crime', 'Drama']",['8.1'],"New Rochelle, the 1960s. High schooler Frank Abagnale Jr. idolizes his father, who's in trouble with the IRS. When his parents separate, Frank runs away to Manhattan with $25 in his checking account, vowing to regain dad's losses and get his parents back together. Just a few years later, the FBI tracks him down in France; he's extradited, tried, and jailed for passing more than $4,000,000 in bad checks. Along the way, he's posed as a Pan Am pilot, a pediatrician, and an attorney. And, from nearly the beginning of this life of crime, he's been pursued by a dour FBI agent, Carl Hanratty. What starts as cat and mouse becomes something akin to father and son.",108
1,Fair Game,50min,Episode aired 15 January 2017,['Keith Gordon'],"['Alex Gansa', 'Howard Gordon']","['Claire Danes', 'Rupert Friend', 'Elizabeth Marvel']","['Crime', 'Drama', 'Mystery']",['7.3'],Carrie returns home to the US with Franny to work as an advocate for Muslim Americans. Dar and Saul brief President-elect Keane. Quinn struggles with his new circumstances.,110
1,The Prestige,2h 10min,20 October 2006 (USA),,"['Jonathan Nolan', 'Christopher Nolan', 'Touchstone Pictures', 'Warner Bros.', 'Newmarket Productions']","['Christian Bale', 'Hugh Jackman', 'Scarlett Johansson']","['Drama', 'Mystery', 'Sci-Fi']",['8.5'],"In the end of the Nineteenth Century, in London, Robert Angier, his beloved wife Julia McCullough and Alfred Borden are friends and assistants of a magician. When Julia accidentally dies during a performance, Robert blames Alfred for her death and they become enemies. Both become famous and rival magicians, sabotaging the performance of the other on the stage. When Alfred performs a successful trick, Robert becomes obsessed trying to disclose the secret of his competitor with tragic consequences.",113
